vehicleId,tripId,timeUnix,outdoorTemperature,temperatureRotorFront,temperatureRotorBack,velocity
15523780-3747005,15523780-3747005-1,1630506200000,22.0,50.0,95.0,104.38
15523780-3747005,15523780-3747005-1,1630506201000,22.0,50.0,95.0,104.27
15523780-3747005,15523780-3747005-1,1630506202000,22.0,50.0,95.0,104.11
15523780-3747005,15523780-3747005-1,1630506203000,22.0,50.0,95.0,104.39
15523780-3747005,15523780-3747005-1,1630506204000,22.0,50.0,95.0,104.63
15523780-3747005,15523780-3747005-1,1630506205000,22.0,50.0,95.0,104.61
15523780-3747005,15523780-3747005-1,1630506206000,22.0,50.0,95.0,104.92
15523780-3747005,15523780-3747005-1,1630506207000,22.0,50.0,95.0,105.17
15523780-3747005,15523780-3747005-1,1630506208000,22.0,50.0,95.0,105.43
15523780-3747005,15523780-3747005-1,1630506209000,22.0,50.0,95.0,105.29
15523780-3747005,15523780-3747005-1,1630506210000,22.0,50.0,95.0,105.05
15523780-3747005,15523780-3747005-1,1630506211000,22.0,50.0,95.0,105.0
15523780-3747005,15523780-3747005-1,1630506212000,22.0,50.0,95.0,105.2
15523780-3747005,15523780-3747005-1,1630506213000,22.0,50.0,95.0,105.5
15523780-3747005,15523780-3747005-1,1630506214000,22.0,50.0,95.0,105.56
15523780-3747005,15523780-3747005-1,1630506215000,22.0,50.0,95.0,105.16
15523780-3747005,15523780-3747005-1,1630506216000,22.0,50.0,95.0,104.79
15523780-3747005,15523780-3747005-1,1630506217000,22.0,50.0,95.0,104.5
15523780-3747005,15523780-3747005-1,1630506218000,22.0,50.0,95.0,104.36
15523780-3747005,15523780-3747005-1,1630506219000,22.0,50.0,95.0,104.25
15523780-3747005,15523780-3747005-1,1630506220000,22.0,50.0,95.0,104.03
15523780-3747005,15523780-3747005-1,1630506221000,22.0,50.0,95.0,103.7
15523780-3747005,15523780-3747005-1,1630506222000,22.0,50.0,95.0,103.42
15523780-3747005,15523780-3747005-1,1630506223000,22.0,50.0,94.0,103.51
15523780-3747005,15523780-3747005-1,1630506224000,22.0,50.0,94.0,104.2
15523780-3747005,15523780-3747005-1,1630506225000,22.0,50.0,94.0,104.9
15523780-3747005,15523780-3747005-1,1630506226000,22.0,50.0,94.0,105.39
15523780-3747005,15523780-3747005-1,1630506227000,22.0,50.0,94.0,105.86
15523780-3747005,15523780-3747005-1,1630506228000,22.0,50.0,94.0,105.91
15523780-3747005,15523780-3747005-1,1630506229000,22.0,50.0,94.0,105.73
15523780-3747005,15523780-3747005-1,1630506230000,22.0,50.0,94.0,105.59
15523780-3747005,15523780-3747005-1,1630506231000,22.0,50.0,94.0,105.33
15523780-3747005,15523780-3747005-1,1630506232000,22.0,50.0,94.0,105.07
15523780-3747005,15523780-3747005-1,1630506233000,22.0,50.0,94.0,104.92
15523780-3747005,15523780-3747005-1,1630506234000,22.0,50.0,94.0,104.94
15523780-3747005,15523780-3747005-1,1630506235000,22.0,50.0,94.0,105.1
15523780-3747005,15523780-3747005-1,1630506236000,22.0,50.0,94.0,105.19
15523780-3747005,15523780-3747005-1,1630506237000,22.0,50.0,94.0,105.65
15523780-3747005,15523780-3747005-1,1630506238000,22.0,50.0,94.0,105.79
15523780-3747005,15523780-3747005-1,1630506239000,22.0,50.0,94.0,105.94
15523780-3747005,15523780-3747005-1,1630506240000,22.0,50.0,94.0,106.13
15523780-3747005,15523780-3747005-1,1630506241000,22.0,50.0,94.0,106.36
15523780-3747005,15523780-3747005-1,1630506242000,22.0,50.0,94.0,106.84
15523780-3747005,15523780-3747005-1,1630506243000,22.0,50.0,94.0,107.29
15523780-3747005,15523780-3747005-1,1630506244000,22.0,50.0,94.0,106.91
15523780-3747005,15523780-3747005-1,1630506245000,22.0,50.0,94.0,106.2
15523780-3747005,15523780-3747005-1,1630506246000,22.0,50.0,94.0,105.62
15523780-3747005,15523780-3747005-1,1630506247000,22.0,50.0,94.0,105.1
15523780-3747005,15523780-3747005-1,1630506248000,22.0,50.0,94.0,105.04
15523780-3747005,15523780-3747005-1,1630506249000,22.0,50.0,94.0,104.78
15523780-3747005,15523780-3747005-1,1630506250000,22.0,50.0,94.0,104.54
15523780-3747005,15523780-3747005-1,1630506251000,22.0,50.0,94.0,104.81
15523780-3747005,15523780-3747005-1,1630506252000,22.0,50.0,94.0,105.12
15523780-3747005,15523780-3747005-1,1630506253000,22.0,50.0,94.0,105.7
15523780-3747005,15523780-3747005-1,1630506254000,22.0,50.0,94.0,106.44
15523780-3747005,15523780-3747005-1,1630506255000,22.0,50.0,94.0,107.13
15523780-3747005,15523780-3747005-1,1630506256000,22.0,50.0,94.0,107.81
15523780-3747005,15523780-3747005-1,1630506257000,22.0,50.0,94.0,109.98
15523780-3747005,15523780-3747005-1,1630506258000,22.0,50.0,95.0,110.69
15523780-3747005,15523780-3747005-1,1630506259000,22.0,50.0,95.0,110.68
15523780-3747005,15523780-3747005-1,1630506260000,22.0,51.0,95.0,110.29
15523780-3747005,15523780-3747005-1,1630506261000,22.0,50.0,95.0,109.81
15523780-3747005,15523780-3747005-1,1630506262000,22.0,50.0,95.0,109.17
15523780-3747005,15523780-3747005-1,1630506263000,22.0,50.0,95.0,108.8
15523780-3747005,15523780-3747005-1,1630506264000,22.0,50.0,95.0,108.7
15523780-3747005,15523780-3747005-1,1630506265000,22.0,50.0,95.0,108.12
15523780-3747005,15523780-3747005-1,1630506266000,22.0,50.0,95.0,107.08
15523780-3747005,15523780-3747005-1,1630506267000,22.0,50.0,95.0,106.71
15523780-3747005,15523780-3747005-1,1630506268000,22.0,50.0,95.0,107.23
15523780-3747005,15523780-3747005-1,1630506269000,22.0,50.0,95.0,107.37
15523780-3747005,15523780-3747005-1,1630506270000,22.0,50.0,95.0,107.48
15523780-3747005,15523780-3747005-1,1630506271000,22.0,50.0,95.0,107.45
15523780-3747005,15523780-3747005-1,1630506272000,22.0,50.0,95.0,107.8
15523780-3747005,15523780-3747005-1,1630506273000,22.0,50.0,95.0,108.18
15523780-3747005,15523780-3747005-1,1630506274000,22.0,50.0,95.0,108.5
15523780-3747005,15523780-3747005-1,1630506275000,22.0,50.0,95.0,108.11
15523780-3747005,15523780-3747005-1,1630506276000,22.0,50.0,95.0,107.86
15523780-3747005,15523780-3747005-1,1630506277000,22.0,50.0,95.0,107.88
15523780-3747005,15523780-3747005-1,1630506278000,22.0,50.0,95.0,107.74
15523780-3747005,15523780-3747005-1,1630506279000,22.0,50.0,95.0,107.95
15523780-3747005,15523780-3747005-1,1630506280000,22.0,50.0,95.0,108.55
15523780-3747005,15523780-3747005-1,1630506281000,22.0,50.0,95.0,109.17
15523780-3747005,15523780-3747005-1,1630506282000,22.0,50.0,95.0,109.58
15523780-3747005,15523780-3747005-1,1630506283000,22.0,50.0,95.0,110.37
15523780-3747005,15523780-3747005-1,1630506284000,22.0,50.0,95.0,110.86
15523780-3747005,15523780-3747005-1,1630506285000,22.0,50.0,95.0,111.01
15523780-3747005,15523780-3747005-1,1630506286000,22.0,50.0,95.0,110.75
15523780-3747005,15523780-3747005-1,1630506287000,22.0,50.0,95.0,110.27
15523780-3747005,15523780-3747005-1,1630506288000,22.0,50.0,95.0,109.91
15523780-3747005,15523780-3747005-1,1630506289000,22.0,50.0,95.0,110.3
15523780-3747005,15523780-3747005-1,1630506290000,22.0,50.0,95.0,110.96
15523780-3747005,15523780-3747005-1,1630506291000,22.0,50.0,95.0,111.64
15523780-3747005,15523780-3747005-1,1630506292000,22.0,50.0,95.0,111.83
15523780-3747005,15523780-3747005-1,1630506293000,22.0,50.0,95.0,112.24
15523780-3747005,15523780-3747005-1,1630506294000,22.0,50.0,95.0,112.61
15523780-3747005,15523780-3747005-1,1630506295000,22.0,50.0,95.0,112.82
15523780-3747005,15523780-3747005-1,1630506296000,22.0,50.0,95.0,112.77
15523780-3747005,15523780-3747005-1,1630506297000,22.0,50.0,95.0,112.78
15523780-3747005,15523780-3747005-1,1630506298000,22.0,50.0,95.0,112.81
15523780-3747005,15523780-3747005-1,1630506299000,22.0,50.0,95.0,112.75
15523780-3747005,15523780-3747005-1,1630506300000,22.0,50.0,95.0,112.68
15523780-3747005,15523780-3747005-1,1630506301000,22.0,50.0,95.0,112.09
15523780-3747005,15523780-3747005-1,1630506302000,22.0,50.0,95.0,111.31
15523780-3747005,15523780-3747005-1,1630506303000,22.0,50.0,95.0,110.78
15523780-3747005,15523780-3747005-1,1630506304000,22.0,50.0,95.0,110.56
15523780-3747005,15523780-3747005-1,1630506305000,22.0,50.0,95.0,110.74
15523780-3747005,15523780-3747005-1,1630506306000,22.0,50.0,95.0,110.58
15523780-3747005,15523780-3747005-1,1630506307000,22.0,50.0,95.0,110.08
15523780-3747005,15523780-3747005-1,1630506308000,22.0,50.0,95.0,109.46
15523780-3747005,15523780-3747005-1,1630506309000,22.0,50.0,95.0,109.2
15523780-3747005,15523780-3747005-1,1630506310000,22.0,50.0,94.0,108.9
15523780-3747005,15523780-3747005-1,1630506311000,22.0,50.0,94.0,108.54
15523780-3747005,15523780-3747005-1,1630506312000,22.0,50.0,94.0,108.22
15523780-3747005,15523780-3747005-1,1630506313000,22.0,50.0,94.0,108.53
15523780-3747005,15523780-3747005-1,1630506314000,22.0,50.0,94.0,108.79
15523780-3747005,15523780-3747005-1,1630506315000,22.0,50.0,94.0,108.61
15523780-3747005,15523780-3747005-1,1630506316000,22.0,50.0,94.0,108.47
15523780-3747005,15523780-3747005-1,1630506317000,22.0,50.0,94.0,108.34
15523780-3747005,15523780-3747005-1,1630506318000,22.0,50.0,94.0,108.22
15523780-3747005,15523780-3747005-1,1630506319000,22.0,50.0,94.0,108.31
15523780-3747005,15523780-3747005-1,1630506320000,22.0,50.0,94.0,108.94
15523780-3747005,15523780-3747005-1,1630506321000,22.0,50.0,94.0,109.5
15523780-3747005,15523780-3747005-1,1630506322000,22.0,50.0,94.0,109.64
15523780-3747005,15523780-3747005-1,1630506323000,22.0,50.0,94.0,109.65
15523780-3747005,15523780-3747005-1,1630506324000,22.0,50.0,94.0,109.94
15523780-3747005,15523780-3747005-1,1630506325000,22.0,50.0,94.0,110.81
15523780-3747005,15523780-3747005-1,1630506326000,22.0,50.0,94.0,111.78
15523780-3747005,15523780-3747005-1,1630506327000,22.0,50.0,94.0,112.27
15523780-3747005,15523780-3747005-1,1630506328000,22.0,50.0,94.0,112.41
15523780-3747005,15523780-3747005-1,1630506329000,22.0,50.0,94.0,112.72
15523780-3747005,15523780-3747005-1,1630506330000,22.0,50.0,94.0,113.2
15523780-3747005,15523780-3747005-1,1630506331000,22.0,50.0,94.0,113.49
15523780-3747005,15523780-3747005-1,1630506332000,22.0,50.0,94.0,113.54
15523780-3747005,15523780-3747005-1,1630506333000,22.0,50.0,94.0,113.53
15523780-3747005,15523780-3747005-1,1630506334000,22.0,50.0,94.0,113.62
15523780-3747005,15523780-3747005-1,1630506335000,22.0,50.0,94.0,112.82
15523780-3747005,15523780-3747005-1,1630506336000,22.0,50.0,94.0,112.14
15523780-3747005,15523780-3747005-1,1630506337000,22.0,50.0,94.0,112.05
15523780-3747005,15523780-3747005-1,1630506338000,22.0,50.0,94.0,112.13
15523780-3747005,15523780-3747005-1,1630506339000,22.0,50.0,94.0,112.09
15523780-3747005,15523780-3747005-1,1630506340000,22.0,50.0,94.0,111.92
15523780-3747005,15523780-3747005-1,1630506341000,22.0,50.0,94.0,111.57
15523780-3747005,15523780-3747005-1,1630506342000,22.0,50.0,94.0,111.13
15523780-3747005,15523780-3747005-1,1630506343000,22.0,50.0,94.0,110.88
15523780-3747005,15523780-3747005-1,1630506344000,22.0,50.0,94.0,110.58
15523780-3747005,15523780-3747005-1,1630506345000,22.0,50.0,94.0,110.45
15523780-3747005,15523780-3747005-1,1630506346000,22.0,50.0,94.0,110.61
15523780-3747005,15523780-3747005-1,1630506347000,22.0,50.0,94.0,111.25
15523780-3747005,15523780-3747005-1,1630506348000,22.0,50.0,94.0,111.83
15523780-3747005,15523780-3747005-1,1630506349000,22.0,50.0,94.0,112.13
15523780-3747005,15523780-3747005-1,1630506350000,22.0,50.0,94.0,111.75
15523780-3747005,15523780-3747005-1,1630506351000,22.0,50.0,94.0,111.07
15523780-3747005,15523780-3747005-1,1630506352000,22.0,50.0,94.0,110.9
15523780-3747005,15523780-3747005-1,1630506353000,22.0,50.0,94.0,111.23
15523780-3747005,15523780-3747005-1,1630506354000,22.0,50.0,94.0,111.52
15523780-3747005,15523780-3747005-1,1630506355000,22.0,50.0,94.0,111.82
15523780-3747005,15523780-3747005-1,1630506356000,22.0,50.0,94.0,112.02
15523780-3747005,15523780-3747005-1,1630506357000,22.0,50.0,95.0,112.31
15523780-3747005,15523780-3747005-1,1630506358000,22.0,50.0,95.0,112.78
15523780-3747005,15523780-3747005-1,1630506359000,22.0,50.0,95.0,112.82
15523780-3747005,15523780-3747005-1,1630506360000,22.0,50.0,95.0,111.78
15523780-3747005,15523780-3747005-1,1630506361000,22.0,50.0,94.0,111.11
15523780-3747005,15523780-3747005-1,1630506362000,22.0,50.0,94.0,110.79
15523780-3747005,15523780-3747005-1,1630506363000,22.0,50.0,94.0,110.48
15523780-3747005,15523780-3747005-1,1630506364000,22.0,50.0,94.0,110.5
15523780-3747005,15523780-3747005-1,1630506365000,22.0,50.0,94.0,110.65
15523780-3747005,15523780-3747005-1,1630506366000,22.0,50.0,94.0,110.69
15523780-3747005,15523780-3747005-1,1630506367000,22.0,50.0,94.0,110.43
15523780-3747005,15523780-3747005-1,1630506368000,22.0,50.0,94.0,110.06
15523780-3747005,15523780-3747005-1,1630506369000,22.0,50.0,94.0,109.73
15523780-3747005,15523780-3747005-1,1630506370000,22.0,50.0,94.0,109.69
15523780-3747005,15523780-3747005-1,1630506371000,22.0,50.0,94.0,109.74
15523780-3747005,15523780-3747005-1,1630506372000,22.0,50.0,94.0,109.86
15523780-3747005,15523780-3747005-1,1630506373000,22.0,50.0,94.0,109.9
15523780-3747005,15523780-3747005-1,1630506374000,22.0,50.0,94.0,109.81
15523780-3747005,15523780-3747005-1,1630506375000,22.0,50.0,94.0,109.58
15523780-3747005,15523780-3747005-1,1630506376000,22.0,50.0,94.0,109.55
15523780-3747005,15523780-3747005-1,1630506377000,22.0,50.0,94.0,109.71
15523780-3747005,15523780-3747005-1,1630506378000,22.0,50.0,94.0,109.66
15523780-3747005,15523780-3747005-1,1630506379000,22.0,50.0,94.0,108.95
15523780-3747005,15523780-3747005-1,1630506380000,22.0,50.0,94.0,108.19
15523780-3747005,15523780-3747005-1,1630506381000,22.0,50.0,94.0,108.03
15523780-3747005,15523780-3747005-1,1630506382000,22.0,50.0,94.0,108.08
15523780-3747005,15523780-3747005-1,1630506383000,22.0,50.0,94.0,108.1
15523780-3747005,15523780-3747005-1,1630506384000,22.0,50.0,94.0,108.23
15523780-3747005,15523780-3747005-1,1630506385000,22.0,50.0,94.0,108.42
15523780-3747005,15523780-3747005-1,1630506386000,22.0,50.0,94.0,108.61
15523780-3747005,15523780-3747005-1,1630506387000,22.0,50.0,94.0,108.42
15523780-3747005,15523780-3747005-1,1630506388000,22.0,50.0,94.0,108.51
15523780-3747005,15523780-3747005-1,1630506389000,22.0,50.0,94.0,109.52
15523780-3747005,15523780-3747005-1,1630506390000,22.0,50.0,95.0,110.57
15523780-3747005,15523780-3747005-1,1630506391000,22.0,50.0,95.0,110.92
15523780-3747005,15523780-3747005-1,1630506392000,22.0,50.0,95.0,110.9
15523780-3747005,15523780-3747005-1,1630506393000,22.0,50.0,95.0,111.16
15523780-3747005,15523780-3747005-1,1630506394000,22.0,50.0,95.0,111.39
15523780-3747005,15523780-3747005-1,1630506395000,22.0,50.0,95.0,110.92
15523780-3747005,15523780-3747005-1,1630506396000,22.0,50.0,95.0,110.51
15523780-3747005,15523780-3747005-1,1630506397000,22.0,50.0,95.0,110.29
15523780-3747005,15523780-3747005-1,1630506398000,22.0,50.0,95.0,111.02
15523780-3747005,15523780-3747005-1,1630506399000,22.0,50.0,95.0,111.76
15523780-3747005,15523780-3747005-1,1630506400000,22.0,50.0,95.0,112.16
15523780-3747005,15523780-3747005-1,1630506401000,22.0,50.0,95.0,112.68
15523780-3747005,15523780-3747005-1,1630506402000,22.0,50.0,95.0,113.33
15523780-3747005,15523780-3747005-1,1630506403000,22.0,50.0,95.0,113.18
15523780-3747005,15523780-3747005-1,1630506404000,22.0,50.0,95.0,112.15
15523780-3747005,15523780-3747005-1,1630506405000,22.0,50.0,95.0,111.48
15523780-3747005,15523780-3747005-1,1630506406000,22.0,50.0,95.0,110.87
15523780-3747005,15523780-3747005-1,1630506407000,22.0,50.0,95.0,110.46
15523780-3747005,15523780-3747005-1,1630506408000,22.0,50.0,95.0,110.46
15523780-3747005,15523780-3747005-1,1630506409000,22.0,50.0,95.0,110.63
15523780-3747005,15523780-3747005-1,1630506410000,22.0,50.0,95.0,109.89
15523780-3747005,15523780-3747005-1,1630506411000,22.0,50.0,94.0,108.88
15523780-3747005,15523780-3747005-1,1630506412000,22.0,50.0,94.0,107.89
15523780-3747005,15523780-3747005-1,1630506413000,22.0,50.0,94.0,106.86
15523780-3747005,15523780-3747005-1,1630506414000,23.0,50.0,94.0,105.91
15523780-3747005,15523780-3747005-1,1630506415000,23.0,50.0,94.0,104.95
15523780-3747005,15523780-3747005-1,1630506416000,23.0,50.0,94.0,104.77
15523780-3747005,15523780-3747005-1,1630506417000,23.0,50.0,94.0,104.58
15523780-3747005,15523780-3747005-1,1630506418000,23.0,50.0,94.0,103.83
15523780-3747005,15523780-3747005-1,1630506419000,23.0,50.0,94.0,102.83
15523780-3747005,15523780-3747005-1,1630506420000,23.0,50.0,94.0,101.42
15523780-3747005,15523780-3747005-1,1630506421000,23.0,50.0,94.0,99.45
15523780-3747005,15523780-3747005-1,1630506422000,23.0,50.0,94.0,96.94
15523780-3747005,15523780-3747005-1,1630506423000,23.0,50.0,94.0,95.49
15523780-3747005,15523780-3747005-1,1630506424000,23.0,50.0,94.0,95.69
15523780-3747005,15523780-3747005-1,1630506425000,23.0,50.0,94.0,97.5
15523780-3747005,15523780-3747005-1,1630506426000,23.0,50.0,94.0,99.12
15523780-3747005,15523780-3747005-1,1630506427000,23.0,50.0,94.0,99.48
15523780-3747005,15523780-3747005-1,1630506428000,23.0,50.0,94.0,99.26
15523780-3747005,15523780-3747005-1,1630506429000,23.0,50.0,94.0,99.3
15523780-3747005,15523780-3747005-1,1630506430000,23.0,50.0,94.0,99.51
15523780-3747005,15523780-3747005-1,1630506431000,23.0,50.0,94.0,100.25
15523780-3747005,15523780-3747005-1,1630506432000,23.0,50.0,94.0,101.52
15523780-3747005,15523780-3747005-1,1630506433000,23.0,50.0,94.0,103.01
15523780-3747005,15523780-3747005-1,1630506434000,23.0,50.0,94.0,104.02
15523780-3747005,15523780-3747005-1,1630506435000,23.0,50.0,94.0,104.94
15523780-3747005,15523780-3747005-1,1630506436000,23.0,50.0,94.0,106.08
15523780-3747005,15523780-3747005-1,1630506437000,23.0,50.0,94.0,106.64
15523780-3747005,15523780-3747005-1,1630506438000,23.0,50.0,94.0,107.03
15523780-3747005,15523780-3747005-1,1630506439000,23.0,50.0,94.0,107.36
15523780-3747005,15523780-3747005-1,1630506440000,23.0,50.0,94.0,107.36
15523780-3747005,15523780-3747005-1,1630506441000,23.0,50.0,94.0,107.48
15523780-3747005,15523780-3747005-1,1630506442000,23.0,50.0,94.0,107.67
15523780-3747005,15523780-3747005-1,1630506443000,23.0,50.0,93.0,107.68
15523780-3747005,15523780-3747005-1,1630506444000,23.0,50.0,93.0,107.63
15523780-3747005,15523780-3747005-1,1630506445000,23.0,51.0,93.0,107.74
15523780-3747005,15523780-3747005-1,1630506446000,23.0,50.0,93.0,108.0
15523780-3747005,15523780-3747005-1,1630506447000,23.0,50.0,93.0,108.24
15523780-3747005,15523780-3747005-1,1630506448000,23.0,50.0,93.0,108.73
15523780-3747005,15523780-3747005-1,1630506449000,23.0,50.0,93.0,108.78
15523780-3747005,15523780-3747005-1,1630506450000,23.0,50.0,93.0,109.62
15523780-3747005,15523780-3747005-1,1630506451000,23.0,50.0,93.0,110.5
15523780-3747005,15523780-3747005-1,1630506452000,23.0,50.0,93.0,111.23
15523780-3747005,15523780-3747005-1,1630506453000,23.0,50.0,94.0,111.83
15523780-3747005,15523780-3747005-1,1630506454000,23.0,50.0,94.0,111.8
15523780-3747005,15523780-3747005-1,1630506455000,23.0,50.0,93.0,111.89
15523780-3747005,15523780-3747005-1,1630506456000,23.0,50.0,93.0,111.12
15523780-3747005,15523780-3747005-1,1630506457000,23.0,50.0,93.0,110.04
15523780-3747005,15523780-3747005-1,1630506458000,23.0,50.0,93.0,109.29
15523780-3747005,15523780-3747005-1,1630506459000,23.0,51.0,93.0,108.23
15523780-3747005,15523780-3747005-1,1630506460000,23.0,51.0,93.0,107.02
15523780-3747005,15523780-3747005-1,1630506461000,23.0,51.0,93.0,106.01
15523780-3747005,15523780-3747005-1,1630506462000,23.0,51.0,93.0,105.4
15523780-3747005,15523780-3747005-1,1630506463000,23.0,51.0,93.0,106.41
15523780-3747005,15523780-3747005-1,1630506464000,23.0,50.0,93.0,107.67
15523780-3747005,15523780-3747005-1,1630506465000,23.0,50.0,93.0,108.16
15523780-3747005,15523780-3747005-1,1630506466000,23.0,50.0,93.0,108.58
15523780-3747005,15523780-3747005-1,1630506467000,23.0,50.0,94.0,108.96
15523780-3747005,15523780-3747005-1,1630506468000,23.0,50.0,94.0,108.69
15523780-3747005,15523780-3747005-1,1630506469000,23.0,50.0,94.0,108.23
15523780-3747005,15523780-3747005-1,1630506470000,23.0,50.0,94.0,109.15
15523780-3747005,15523780-3747005-1,1630506471000,23.0,50.0,94.0,110.07
15523780-3747005,15523780-3747005-1,1630506472000,23.0,50.0,94.0,110.24
15523780-3747005,15523780-3747005-1,1630506473000,23.0,50.0,94.0,109.99
15523780-3747005,15523780-3747005-1,1630506474000,23.5,50.0,94.0,109.76
15523780-3747005,15523780-3747005-1,1630506475000,23.5,50.0,94.0,109.77
15523780-3747005,15523780-3747005-1,1630506476000,23.5,50.0,94.0,109.6
15523780-3747005,15523780-3747005-1,1630506477000,23.5,50.0,94.0,110.15
15523780-3747005,15523780-3747005-1,1630506478000,23.5,50.0,94.0,110.96
15523780-3747005,15523780-3747005-1,1630506479000,23.5,50.0,94.0,111.02
15523780-3747005,15523780-3747005-1,1630506480000,23.5,50.0,94.0,110.79
15523780-3747005,15523780-3747005-1,1630506481000,23.5,50.0,94.0,110.72
15523780-3747005,15523780-3747005-1,1630506482000,23.5,50.0,94.0,110.93
15523780-3747005,15523780-3747005-1,1630506483000,23.5,50.0,93.0,111.03
15523780-3747005,15523780-3747005-1,1630506484000,23.5,50.0,93.0,110.65
15523780-3747005,15523780-3747005-1,1630506485000,23.5,50.0,93.0,110.57
15523780-3747005,15523780-3747005-1,1630506486000,23.5,50.0,93.0,110.59
15523780-3747005,15523780-3747005-1,1630506487000,23.5,50.0,93.0,110.39
15523780-3747005,15523780-3747005-1,1630506488000,23.5,51.0,93.0,110.64
15523780-3747005,15523780-3747005-1,1630506489000,23.5,51.0,93.0,111.48
15523780-3747005,15523780-3747005-1,1630506490000,23.5,51.0,93.0,111.97
15523780-3747005,15523780-3747005-1,1630506491000,23.5,51.0,93.0,112.19
15523780-3747005,15523780-3747005-1,1630506492000,23.5,51.0,93.0,111.91
15523780-3747005,15523780-3747005-1,1630506493000,23.5,51.0,93.0,111.92
15523780-3747005,15523780-3747005-1,1630506494000,23.5,51.0,93.0,112.57
15523780-3747005,15523780-3747005-1,1630506495000,23.5,51.0,93.0,112.84
15523780-3747005,15523780-3747005-1,1630506496000,23.5,51.0,93.0,112.43
15523780-3747005,15523780-3747005-1,1630506497000,23.5,51.0,93.0,112.37
15523780-3747005,15523780-3747005-1,1630506498000,23.5,51.0,93.0,112.25
15523780-3747005,15523780-3747005-1,1630506499000,23.5,51.0,93.0,112.11
15523780-3747005,15523780-3747005-1,1630506500000,23.5,50.0,93.0,112.58
15523780-3747005,15523780-3747005-1,1630506501000,23.5,50.0,93.0,112.96
15523780-3747005,15523780-3747005-1,1630506502000,23.5,50.0,93.0,113.37
15523780-3747005,15523780-3747005-1,1630506503000,23.5,50.0,93.0,113.65
15523780-3747005,15523780-3747005-1,1630506504000,23.5,50.0,93.0,113.29
15523780-3747005,15523780-3747005-1,1630506505000,23.5,50.0,93.0,112.74
15523780-3747005,15523780-3747005-1,1630506506000,23.5,51.0,93.0,111.79
15523780-3747005,15523780-3747005-1,1630506507000,23.5,51.0,93.0,111.54
15523780-3747005,15523780-3747005-1,1630506508000,23.5,51.0,94.0,111.94
15523780-3747005,15523780-3747005-1,1630506509000,23.5,51.0,94.0,111.9
15523780-3747005,15523780-3747005-1,1630506510000,23.5,51.0,94.0,111.82
15523780-3747005,15523780-3747005-1,1630506511000,23.5,51.0,94.0,112.09
15523780-3747005,15523780-3747005-1,1630506512000,23.5,51.0,94.0,112.23
15523780-3747005,15523780-3747005-1,1630506513000,23.5,51.0,94.0,111.82
15523780-3747005,15523780-3747005-1,1630506514000,23.5,51.0,94.0,112.12
15523780-3747005,15523780-3747005-1,1630506515000,23.5,51.0,94.0,112.49
15523780-3747005,15523780-3747005-1,1630506516000,23.5,51.0,94.0,112.15
15523780-3747005,15523780-3747005-1,1630506517000,23.5,51.0,94.0,112.04
15523780-3747005,15523780-3747005-1,1630506518000,23.5,51.0,94.0,111.72
15523780-3747005,15523780-3747005-1,1630506519000,23.5,51.0,94.0,111.11
15523780-3747005,15523780-3747005-1,1630506520000,23.5,51.0,94.0,110.99
15523780-3747005,15523780-3747005-1,1630506521000,23.5,51.0,94.0,111.57
15523780-3747005,15523780-3747005-1,1630506522000,23.5,51.0,94.0,111.75
15523780-3747005,15523780-3747005-1,1630506523000,23.5,51.0,94.0,111.33
15523780-3747005,15523780-3747005-1,1630506524000,23.5,51.0,94.0,111.7
15523780-3747005,15523780-3747005-1,1630506525000,23.5,50.0,94.0,111.83
15523780-3747005,15523780-3747005-1,1630506526000,23.5,50.0,94.0,111.3
15523780-3747005,15523780-3747005-1,1630506527000,23.5,50.0,94.0,111.0
15523780-3747005,15523780-3747005-1,1630506528000,23.5,50.0,94.0,111.16
15523780-3747005,15523780-3747005-1,1630506529000,23.5,50.0,94.0,110.85
15523780-3747005,15523780-3747005-1,1630506530000,23.5,50.0,94.0,110.81
15523780-3747005,15523780-3747005-1,1630506531000,23.5,51.0,94.0,110.4
15523780-3747005,15523780-3747005-1,1630506532000,23.5,51.0,94.0,109.76
15523780-3747005,15523780-3747005-1,1630506533000,23.5,51.0,94.0,109.09
15523780-3747005,15523780-3747005-1,1630506534000,23.5,51.0,94.0,108.29
15523780-3747005,15523780-3747005-1,1630506535000,23.5,51.0,94.0,107.27
15523780-3747005,15523780-3747005-1,1630506536000,23.5,51.0,94.0,106.17
15523780-3747005,15523780-3747005-1,1630506537000,23.5,51.0,94.0,105.21
15523780-3747005,15523780-3747005-1,1630506538000,23.5,51.0,93.0,104.25
15523780-3747005,15523780-3747005-1,1630506539000,23.5,51.0,94.0,104.13
15523780-3747005,15523780-3747005-1,1630506540000,23.5,51.0,94.0,104.79
15523780-3747005,15523780-3747005-1,1630506541000,23.5,51.0,94.0,104.55
15523780-3747005,15523780-3747005-1,1630506542000,23.5,51.0,93.0,103.81
15523780-3747005,15523780-3747005-1,1630506543000,23.5,51.0,93.0,102.94
15523780-3747005,15523780-3747005-1,1630506544000,23.5,51.0,93.0,102.59
15523780-3747005,15523780-3747005-1,1630506545000,23.5,51.0,93.0,103.17
15523780-3747005,15523780-3747005-1,1630506546000,23.5,51.0,93.0,103.31
15523780-3747005,15523780-3747005-1,1630506547000,23.5,51.0,93.0,102.73
